Year,Rank,Artist,Title,Lyrics,Sentiment,Sentiment_Score,Emotion_1,Emotion_1_Score,Emotion_2,Emotion_2_Score,Topic,Topic_Score
1968,1,Roland W.,Monja,"Monja by Roland W Monja, Monja, Monja, Monja Monja, Monja, Monja, Monja In meinem Herzen Ist nur Platz für eine Namen Ein Wort Monja All meine Gedanken Ja, mein ganzes Leben Schenk' ich dir Weil ich dich liebe Nur dich Monja Monja, Monja, Monja, Monja Monja, Monja, Monja, Monja",neutral,0.8275993466377258,neutral,0.37528160214424133,sadness,0.22180557250976562,Nostalgia and Memories,0.5561230778694153
1968,2,John Fred & His Playboy Band,Judy In Disguise (With Glasses),"Judy in disguise Well, that's what you are Lemonade pies With your brand new car Cantaloupe eyes, come to me tonight Judy in disguise with glasses Keep a-wearing your bracelets And your new Rara Cross your heart, yeah With your livin' bra A chimney sweep sparrow with guise Judy in disguise with glasses Come to me tonight Come to me tonight Taking everything in sight Except for the strings on my kite Judy in disguise Hey, that's what you are Lemonade pies Hey, got your brand new car Cantaloupe eyes, come to me tonight Judy in disguise with glasses (Oh) Come to me tonight Come to me tonight Taking everything in sight Except for the strings of my kite Judy in disguise What'cha aiming for? A circus of horrors, yeah, yeah Well, that's what you are You made me a life of ashes I guess I'll just take your glasses",neutral,0.5175865888595581,neutral,0.49529531598091125,joy,0.27861902117729187,Escapism and Partying,0.25510892271995544
1968,3,Bee Gees,Words,"Smile an everlasting smile A smile can bring you near to me Don't ever let me find you gone Cause that would bring a tear to me This world has lost its glory Let's start a brand new story Now my love, right now There'll be no other time And I can show you how, my love Talk in everlasting words And dedicate them all to me And I will give you all my life I'm here if you should call to me You think that I don't even mean A single word I say It's only words, and words are all I have To take your heart away You think that I don't even mean A single word I say It's only words, and words are all I have To take your heart away It's only words, and words are all I have To take your heart away It's only words, and words are all I have To take your heart away",positive,0.6937998533248901,joy,0.5611532926559448,sadness,0.354485422372818,Romantic Love,0.3056406080722809
1968,4,The Beatles,Lady Madonna,"Lady Madonna, children at your feet Wonder how you manage to make ends meet Who finds the money when you pay the rent? Did you think that money was heaven sent? Friday night arrives without a suitcase Sunday morning creeping like a nun Monday's child has learned to tie his bootlace See how they run Lady Madonna, baby at your breast Wonders how you manage to feed the rest Pa-pa-pa-pa, pa-pa-pa-pa-pa Pa-pa-pa-pa-pa, pa-pa-pa, pa-pa, pa-pa Pa-pa-pa-pa, pa-pa-pa-pa-pa See how they run Lady Madonna, lying on the bed Listen to the music playing in your head Tuesday afternoon is never ending (Pa-pa-pa-pa, pa-pa-pa-pa-pa) Wednesday morning, papers didn't come (Pa-pa-pa-pa-pa, pa-pa-pa, pa-pa, pa-pa) Thursday night, your stockings needed mending (Pa-pa-pa-pa, pa-pa-pa-pa-pa) See how they run Lady Madonna, children at your feet Wonder how you manage to make ends meet",neutral,0.6820069551467896,surprise,0.6551564931869507,neutral,0.23799288272857666,Nostalgia and Memories,0.19552701711654663
1968,5,Tom Jones,Delilah,"I saw the light on the night that I passed by her window I saw the flickering shadow of love on her blind She was my woman As she deceived me I watched and went out of my mind My, my, my Delilah Why, why, why Delilah I could see, that girl was no good for me But I was lost like a slave that no man could free At break of day when that man drove away I was waiting I crossed the street to her house and she opened the door She stood there laughing I felt the knife in my hand and she laughed no more My, my, my Delilah Why, why, why Delilah So before they come to break down the door Forgive me Delilah I just couldn't take anymore She stood there laughing I felt the knife in my hand and she laughed no more My, my, my Delilah Why, why, why Delilah So before they come to break down the door Forgive me Delilah I just couldn't take anymore Forgive me Delilah I just couldn't take anymore",neutral,0.5382580161094666,fear,0.48221126198768616,surprise,0.3422011137008667,Heartbreak and Breakup,0.22664529085159302
1968,6,Engelbert,A Man Without Love,"I can remember when we walked together Sharing a love I thought would last forever Moonlight to show the way so we can follow Waiting inside her eyes was my tomorrow Then something changed her mind, her kisses told me I had no loving arms to hold me Every day I wake up, then I start to break up Lonely is a man without love Every day I start out, then I cry my heart out Lonely is a man without love Every day I wake up, then I start to break up Knowing that it's cloudy above Every day I start out, then I cry my heart out Lonely is a man without love I cannot face this world that's fallen down on me So if you see my girl, please send her home to me Tell her about my heart that's slowly dying Say I can't stop myself from crying Every day I wake up, then I start to break up Lonely is a man without love Every day I start out, then I cry my heart out Lonely is a man without love Every day I wake up, then I start to break up Knowing that it's cloudy above Every day I start out, then I cry my heart out Lonely is a man without love Every day I wake up, then I start to break up Lonely is a man without love Every day I start out, then I cry my heart out Lonely is a man without love",neutral,0.5950626134872437,sadness,0.8958383798599243,fear,0.05433829501271248,Heartbreak and Breakup,0.38637152314186096
1968,7,Les Sauterelles,Heavenly Club,"One time I was drunk And I was going to die And somehow it took me high, high And nearly in the sky Comes Petrus, asked me why I had no card for members He was in uniform An angel blew the horn And ev'ry, ev'ry thing was high And then he let me in But I had to pay something The kind of the club wasn't high, high An angel turned around And asked me for three pounds Oh Petrus tell me why, why Quite shoked I left the place Forget the angels face And since that time I've lost my mind",neutral,0.5013236999511719,surprise,0.6968064904212952,neutral,0.12336388230323792,Escapism and Partying,0.28457891941070557
1968,8,The Beatles,Hey Jude,"Hey, Jude, don't make it bad Take a sad song and make it better Remember to let her into your heart Then you can start to make it better Hey, Jude, don't be afraid You were made to go out and get her The minute you let her under your skin Then you begin to make it better And anytime you feel the pain, hey, Jude, refrain Don't carry the world upon your shoulders For well you know that it's a fool who plays it cool By making his world a little colder Na-na-na-na-na, na-na-na-na Hey, Jude, don't let me down You have found her, now go and get her (Let it out and let it in) Remember (Hey, Jude) to let her into your heart Then you can start to make it better So let it out and let it in, hey, Jude, begin You're waiting for someone to perform with And don't you know that it's just you, hey, Jude, you'll do The movement you need is on your shoulder Na-na-na-na-na, na-na-na-na, yeah Hey, Jude, don't make it bad Take a sad song and make it better Remember to let her under your skin ( Woah ) Then you'll begin to make it ( Fucking hell ) Better, better, better, better, better, better, oh Yeah, yeah-yeah-yeah-yeah-yeah-yeah Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude (Jude, Judy, Judy, Judy, Judy, Judy, ow-wow) Na-na-na-na-na-na-na (Na-na-na), na-na-na-na, hey, Jude (Jude, Jude, Jude, Jude, Jude) Na-na-na-na-na-na-na (Yeah, yeah, yeah), na-na-na-na, hey, Jude (You know you can make, Jude, Jude, you're not gonna break it) Na-na (Don't make it bad, Jude) na-na-na-na-na (Take a sad song and make it better), na-na-na-na, hey, Jude Hey, Jude, hey, Jude wow Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Jude, Jude, Jude, Jude, Jude, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude (Na-na-na-na-na-na-na-na-na-na-na-na) Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na (Make it, Jude), na-na-na-na, hey, Jude (Yeah-yeah-yeah-yeah, yeah, yeah, yeah) Na-na-na-na-na-na-na, na-na-na-na, hey, Jude (Go listen to ya ma-ma-ma-ma-ma-ma-ma-ma) Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude",positive,0.5271415710449219,sadness,0.5738683938980103,neutral,0.15779343247413635,Empowerment and Self-Confidence,0.2810642421245575
1968,9,Mary Hopkin,Those Were The Days,"Once upon a time there was a tavern Where we used to raise a glass or two Remember how we laughed away the hours Dreamed of all the great things we would do? Those were the days, my friend We thought they'd never end We'd sing and dance forever and a day We'd live the life we choose We'd fight and never lose For we were young and sure to have our way La la la la... Then the busy years went rushing by us We lost our starry notions on the way If by chance I'd see you in the tavern We'd smile at one another and we'd say Those were the days, my friend We thought they'd never end We'd sing and dance forever and a day We'd live the life we choose We'd fight and never lose Those were the days, oh yes, those were the days La la la la... Just tonight I stood before the tavern Nothing seemed the way it used to be In the glass, I saw a strange reflection Was that lonely woman really me? Those were the days, my friend We thought they'd never end We'd sing and dance forever and a day We'd live the life we choose We'd fight and never lose Those were the days, oh yes, those were the days La la la la... Through the door there came familiar laughter I saw your face and heard you call my name Oh, my friend, we're older but no wiser For in our hearts, the dreams are still the same Those were the days, my friend We thought they'd never end We'd sing and dance forever and a day We'd live the life we choose We'd fight and never lose Those were the days, oh yes, those were the days La la la la...",positive,0.8952109217643738,surprise,0.3993975520133972,neutral,0.380001425743103,Nostalgia and Memories,0.6602560877799988
1968,10,Joe Cocker,With A Little Help From My Friends,"What would you do if I sang out of tune? Would you stand up and walk out on me? Lend me your ears, then I'll sing you a song I will try not to sing out of key, yeah Oh, baby, I get by (By with a little help from my friends) All I need is my buddies (High with a little help from my friends) I say, I'm gonna get high (Try with a little help from my friends) Ohh yeah (Ooh, ooh, ooh) What do I do when my love is away? (Does it worry you to be alone?) No, no How do I feel at the end of the day? (Are you sad 'cause you're on your own?) I tell I don't get sad no more (By with a little help from my friends) Gonna get by with my friends (High with a little help from my friends) Yeah, yeah, yeah, I'm gonna try (Try with a little help from my friends) Keep on getting high, oh Lord (Ooh, ooh, ooh) (Do you need anybody?) I need someone to love (Could it be anybody?) All I need is someone that Knows just where I'm goin', yeah Somebody who knows just what I'd show them, baby (By with a little help from my friends) Said, I'm gonna make it with my friends, yeah, yeah (High with a little help from my friends) Oh, oh, I'm gonna keep on tryin', yeah (Try with a little help from my friends) I'm gonna keep on tryin' now, babe (Ooh, ooh, ooh) (Would you believe in a love at first sight?) I'm certain it happens all the time, yeah (What do you see when you turn out the light?) I can't tell you, but it sure feels like mine now (By with a little help from my friends) Don't you know I'm gonna make it with my friends now (High with a little help from my friends) I promised myself I'll get by (Try with a little help from my friends) Said, I'm gonna try it with them too hard (Ooh, ooh, ooh) (Do you need anybody?) Oh, I... yeah, yeah, yeah (Could it be anybody?) Oh, there's gotta be somebody Going to be right, I know it Somebody to care for me now Oh, yeah, yeah (By with a little help from my friends) Said, I'm gonna get by with my friends, yeah (High with a little help from my friends) Oh, yes I'm gonna keep tryin', now (Try with a little help from my friends) Keep on tryin' with my friends, oh Lord (By with a little help from my friends) Oh, ain't nothin' gonna stop me anymore (High, with a little help from my friends) I'm gonna keep on tryin', yeah (Try with a little help from my friends) I'm gettin' high, I wanna make time, Lord know (Ooh, ooh, ooh) Gonna get by with my friends, yeah Oh, I'm gonna get on by Yes, I'm gonna get on by, Lord Wanna take 'em all along with me I wanna take 'em all along with me, yeah, yeah Don't you understand the way I'm feelin' in the morning right now? Oh, I'm gonna take my friends along with me",neutral,0.6596546769142151,sadness,0.3594678044319153,fear,0.24396726489067078,Escapism and Partying,0.23758211731910706
1969,1,Barry Ryan,Eloise,"Every night I'm there I'm always there, she knows I'm there And heaven knows I hope she goes I find it hard To realize that love was in her eyes It's dying now She knows I'm crying now And every night I'm there I break my heart to please! Eloise Eloise You know I'm on my knees, yeah! I said please You're all I want So, hear my prayer! My prayer! My Eloise Is like the stars that please the night The sun that makes the day That lights the way And when that star goes by I'll hold it in my hands and cry Her love is mine My sun will shine Every night I'm there I break my heart to please! Eloise Da da, da da da, da de Eloise Ah! You're all I want You got to hear my prayer! My Eloisa I'd love to please her I'd love to care But she's not there And when I find you I'd be so kind You'd want to stay I know you'd stay Do dee do de doo Do dee do de doo doo doo And as the days grow old The nights grow cold, I wanna hold Her near to me, yeah! I know she's dear to me And only time can tell And take away this lonely hell I'm on my knees To Eloise And every night I'm there I break my heart to please! Eloise Da da, da da da, da de Eloise You are my life So, hear my prayer! You are the price I know you're there You're all I want So, hear my prayer! Yeah! Yeah! You're all I need And I'm not there You know I'm not there No! No! No! Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! My Eloisa I got to please her, yeah! She knows I love her, love her, love her, love love love love love her Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! My Eloisa I got down on my knees to please you My Eloisa, yeah! She knows I love her, love her, love her, love love love love love her Yeah! Yeah! Yeah! My Eloisa",positive,0.5754134058952332,sadness,0.6252711415290833,anger,0.11834213137626648,Romantic Love,0.23307788372039795
1969,2,The Beatles,"Ob-La-Di, Ob-La-Da","Desmond has a barrow in the marketplace Molly is the singer in a band Desmond says to Molly, “Girl, I like your face” And Molly says this as she takes him by the hand Ob-la-di, ob-la-da Life goes on, brah La-la, how the life goes on Ob-la-di, ob-la-da Life goes on, brah La-la, how the life goes on Desmond takes a trolley to the jeweler's store (Choo-choo-choo) Buys a twenty-karat golden ring (Ring) Takes it back to Molly waiting at the door And as he gives it to her, she begins to sing (Sing) Ob-la-di, ob-la-da (La-la-la-la-la-la-la-la) Life goes on, brah (La-la-la-la-la) La-la, how their life goes on Ob-la-di, ob-la-da (La-la-la-la-la-la-la-la) Life goes on, brah (La-la-la-la-la) La-la, how their life goes on Yeah (No) In a couple of years, they have built a home, sweet home With a couple of kids running in the yard Of Desmond and Molly Jones (Ha, ha, ha, ha, ha, ha) Happy ever after in the marketplace Desmond lets the children lend a hand (Arm, leg) Molly stays at home and does her pretty face And in the evening, she still sings it with the band Yes, ob-la-di, ob-la-da Life goes on, brah La-la, how the life goes on (Heh-heh) Yeah, ob-la-di, ob-la-da Life goes on, brah La-la, how the life goes on In a couple of years, they have built a home sweet home With a couple of kids running in the yard Of Desmond and Molly Jones (Ha, ha, ha, ha, ha, ha) Yeah! Happy ever after in the marketplace Molly lets the children lend a hand (Foot) Desmond stays at home and does his pretty face And in the evening, she's a singer with the band Yeah, ob-la-di, ob-la-da Life goes on, brah La-la, how the life goes on Yeah, ob-la-di, ob-la-da Life goes on, brah La-la, how the life goes on (Ha-ha-ha-ha) And if you want some fun (Ha-ha-ha-ha-ha) Take Ob-la-di-bla-da Ahh, thank you",positive,0.5107169151306152,joy,0.5266610383987427,neutral,0.3709619641304016,Nostalgia and Memories,0.4219371974468231
1969,3,Tommy James And The Shondells,Crimson And Clover,"Ah, now I don't hardly know her But I think I could love her Crimson and clover Ah, I wish she'd come walking over Now I've been waiting to show her Crimson and clover Over and over Yeah (Da-da, da-da, da-da) My my, such a sweet thing (Da-da, da-da, da-da) I wanna do everything (Da-da, da-da, da-da) What a beautiful feeling (Da-da, da-da, da-da) Crimson and clover (Da-da, da-da, da-da) Over and over Crimson and clover, over and over Crimson and clover, over and over Crimson and clover, over and over Crimson and clover, over and over Crimson and clover, over and over Crimson and clover, over and over",positive,0.8994763493537903,joy,0.8554368615150452,surprise,0.06294779479503632,Romantic Love,0.33306172490119934
1969,4,Donovan,Atlantis,"The continent of Atlantis was an island Which lay before the great flood In the area we now call the Atlantic Ocean So great an area of land That from her western shores Those beautiful sailors journeyed To the South and the North Americas with ease In their ships with painted sails To the east, Africa was her neighbour Across a short strait of sea miles The great Egyptian age is but a remnant Of the Atlantean culture The antediluvian kings colonised the world All the Gods who play in the mythological dramas In all legends from all lands were from fair Atlantis Knowing her fate, Atlantis sent out ships To all corners of the Earth On board were the twelve The Poet, the Physician, the Farmer The Scientist, the Magician And the other so-called Gods of our legends Though Gods they were And as the elders of our time choose to remain blind Let us rejoice and let us sing And dance and ring in the new Hail, Atlantis! Way down below the ocean Where I wanna be, she may be Way down below the ocean Where I wanna be, she may be Way down below the ocean Where I wanna be, she may be Way down below the ocean Where I wanna be, she may be Way down below the ocean (She may, she may, she may, she may) (She may, she may, she may) Where I wanna be, she may be (She may, she may, she may) My antediluvian baby (Way down below the ocean) Oh yeah, yeah, yeah, yeah, yeah (Where I wanna be, she may be) I wanna see you some day My antediluvian baby (Way down below the ocean) Oh yeah, yeah, yeah, yeah, yeah (Where I wanna be, she may be) My antediluvian baby (Way down below the ocean) (Where I wanna be, she may be) My antediluvian baby, I love you, girl (Way down below the ocean) I wanna see you some day (Where I wanna be, she may be) My antediluvian baby, oh yeah (Way down below the ocean) I wanna see you some day, ah (Where I wanna be, she may be) My antediluvian baby (Way down below the ocean) (Where I wanna be, she may be) My antediluvian baby, oh, I wanna see you (Way down below the ocean) (Where I wanna be, she may be) My antediluvian baby, you gotta tell me where she gone (Way down below the ocean) I want to see you some day (Where I wanna be, she may be) Wake up, wake up, wake up, wake up Oh yeah, oh glug glug, down, down, yeah (Way down below the ocean) (Where I wanna be, she may be) My antediluvian baby Oh yeah, yeah, yeah, yeah...",positive,0.600785493850708,neutral,0.44676023721694946,joy,0.4359095096588135,Nostalgia and Memories,0.31163761019706726
1969,5,The Hollies,Sorry Suzanne,"I can't make it if you leave me I'm sorry, Suzanne, believe me, I was wrong And I knew I was all along Forgive me I still love you more than ever I'm sorry, Suzanne, for ever hurting you You know I never wanted to I'm truly sorry, Suzanne I could never ever justify All the tears I made you cry But I do regret it, my Suzanne You gotta believe me I was lookin' 'round for someone new What a foolish thing to do All the time I knew it Heaven knows what made me do it, girl I can't make it if you leave me I'm sorry, Suzanne, believe me, I was wrong And I knew I was all along, all along I'm truly sorry, Suzanne If you would only take me back again Things would be so different then What I wouldn't give for One more chance to live for you, Suzanne I can't make it if you leave me I'm sorry, Suzanne, believe me, I was wrong And I knew I was all along Forgive me I still love you more than ever I'm sorry, Suzanne, for ever hurting you You know I never wanted to I'm truly sorry, Suzanne",negative,0.8084059357643127,sadness,0.9417253732681274,neutral,0.01595974899828434,Heartbreak and Breakup,0.2257465422153473
